"","date","Time.trap.pulled","Site","Sampler.s..names","Did.the.trap.fish.properly..Y.N.","Timer.start","Timer.end","X..Nights.Fished","Hours.Fished","Weather..S.PC.O.R.","Photo.taken..Y.N.","Notes","...13","Samples.processing","Subsample.","Metacarcinus.magistermegalopae","Metacarcinus.magisterinstar","...18","Cancer.productus","Metacarcinus.gracilis","Glebocarcinus.oregonensis","Lophopanopeus.bellus","Oregonia.gracilis","Hemigrapsus.sp.","Pugettia.sp.","Pinnixa.sp.","Fabia.sp.","...28","Surf.Smelt","Sand.Lance","Salmon","Gunnel","Sculpin","Flatfish","Pipefish","Amphipod","Isopod..Kelp","Isopod..Pill.Bug","Octopus","Polychaete","Shrimp","...42","Temperature..degrees.C.","Salinity..ppt.","Organization","totalCMagister","TotalDungenessCPUE","DungMegalopeCPUE","DungInstarCPUE"
"76",2019-05-10,"10:00:00","SQR","Neil Harrington","Y","20:30:00","06:00:00","2",19,"S","N",NA,NA,"Fresh","N",9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,"P","P",NA,NA,NA,NA,"P",NA,"P","P",NA,NA,NA,"Jamestown",17,0.894736842105263,0.473684210526316,0.421052631578947
"77",2019-05-15,"12:00:00","SQR","Neil Harrington","Y","20:30:00","05:30:00","2",18,"PC","Y",NA,NA,"Fresh","N",12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P",NA,"P",NA,NA,"P","P",NA,NA,NA,"Jamestown",15,0.833333333333333,0.666666666666667,0.166666666666667
"78",2019-05-17,"11:45:00","SQR","Liz Tobin","Y","20:30:00","05:30:00","2",18,"R","Y",NA,NA,"Fresh","N",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P","P",NA,NA,NA,"P","P","Jellies",NA,NA,"Jamestown",1,0.0555555555555556,0,0.0555555555555556
"79",2019-05-22,"13:00:00","SQR","Neil Harrington","Y","20:30:00","05:30:00","2",18,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,NA,NA,NA,NA,"P",NA,14.57,31.3,"Jamestown",0,0,0,0
"80",2019-05-24,"13:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,"P","P",NA,"P",NA,NA,"P",NA,"P","P",NA,NA,NA,"Jamestown",0,0,0,0
"81",2019-05-30,"13:30:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",578,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P",NA,NA,NA,NA,"P","P",NA,NA,NA,"Jamestown",644,37.8823529411765,34,3.88235294117647
"82",2019-05-31,"15:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","1",8.5,"S","Y",NA,NA,"Frozen","N",1120,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P","P",NA,NA,NA,"Jamestown",1215,142.941176470588,131.764705882353,11.1764705882353
"83",2019-06-05,"09:30:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"PC","Y",NA,NA,"Fresh","N",8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P (1)","P","P",NA,"P",NA,NA,"P",NA,"P","P",NA,NA,NA,"Jamestown",26,1.52941176470588,0.470588235294118,1.05882352941176
"84",2019-06-07,"12:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"R","N",NA,NA,"Fresh","N",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,"P",NA,"P",NA,"P","P",NA,NA,"P",NA,NA,NA,"Jamestown",5,0.294117647058824,0.0588235294117647,0.235294117647059
"85",2019-06-12,"09:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,"P",NA,NA,"P","P",NA,NA,NA,"Jamestown",0,0,0,0
"86",2019-06-14,"10:30:00","SQR","Liz Tobin","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P","P","P",NA,NA,"P","P","Perch, Ctenophores,Squid",NA,NA,"Jamestown",1,0.0625,0,0.0625
"87",2019-06-19,"10:00:00","SQR","Liz Tobin","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,"P","P",NA,NA,NA,"Jamestown",0,0,0,0
"88",2019-06-21,"11:15:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,NA,"P",NA,NA,NA,"Jamestown",0,0,0,0
"89",2019-06-25,"09:30:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","1",8,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P","P","P",NA,NA,NA,NA,NA,"P",NA,NA,NA,"Jamestown",0,0,0,0
"90",2019-06-27,"10:30:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,"P",NA,"P",NA,NA,NA,NA,"P",NA,NA,NA,NA,"Jamestown",0,0,0,0
"91",2019-07-03,"10:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"OC","N",NA,NA,"Fresh","N",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,NA,NA,"P","P","P","Perch",NA,NA,"Jamestown",1,0.0625,0.0625,0
"92",2019-07-05,"11:30:00","SQR","Liz Tobin","Y","21:00:00","05:00:00","2",16,"R","N",NA,NA,"Fresh","N",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,"P","P","Perch, ctenophores",NA,NA,"Jamestown",2,0.125,0.125,0
"93",2019-07-10,"13:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"R","N",NA,NA,"Fresh","N",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,"P",NA,"P","Perch, Jellies",NA,NA,"Jamestown",2,0.125,0.0625,0.0625
"94",2019-07-12,"11:30:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p",NA,NA,NA,NA,"P",NA,"P",NA,NA,"P","P","Herring, Perch, Jelly",NA,NA,"Jamestown",0,0,0,0
"95",2019-07-15,"14:30:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"PC","N","Battery at zero",NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,"P","P","Perch",NA,NA,"Jamestown",0,0,0,0
"96",2019-07-17,"13:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P",NA,NA,NA,NA,"P","P",NA,NA,NA,"Jamestown",0,0,0,0
"97",2019-07-19,"12:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,"P","P","Perch",NA,NA,"Jamestown",0,0,0,0
"98",2019-07-23,"13:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","1",8,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P",NA,NA,NA,NA,"P",NA,NA,NA,NA,"Jamestown",0,0,0,0
"99",2019-07-25,"14:41:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P",NA,NA,NA,NA,"P",NA,"UNID Megalopea and instars -preserved",NA,NA,"Jamestown",0,0,0,0
"100",2019-07-29,"14:00:00","SQR","Neil Harrington","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,"P",NA,"P",NA,NA,NA,NA,"P","P",NA,NA,NA,"Jamestown",0,0,0,0
"101",2019-08-05,"14:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,NA,"P",NA,NA,NA,"Jamestown",0,0,0,0
"102",2019-08-02,"15:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,"P","P",NA,NA,NA,"Jamestown",0,0,0,0
"103",2019-08-07,"09:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,"P",NA,"P","P",NA,"P","P","Squid",NA,NA,"Jamestown",0,0,0,0
"104",2019-08-09,"14:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,"P",NA,"Larval herring or smelt",NA,NA,"Jamestown",0,0,0,0
"105",2019-08-12,"14:30:00","SQR","Neil Harrington","N","21:00:00","05:30:00",NA,NA,"PC","N","Light did not come on",NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown",0,NA,NA,NA
"106",2019-08-13,"13:30:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","1",8.5,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,"P",NA,"Jelly",NA,NA,"Jamestown",0,0,0,0
"107",2019-08-15,"15:00:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,"P",NA,"Perch",NA,NA,"Jamestown",0,0,0,0
"108",2019-08-16,"10:30:00","SQR","Neil Harrington","Y","21:00:00","05:30:00","1",8.5,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,"P",NA,"Perch, Squid",NA,NA,"Jamestown",0,0,0,0
"109",2019-08-19,"13:30:00","SQR","Neil Harrington","Y","20:30:00","06:00:00","2",19,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,"P",NA,NA,NA,NA,NA,NA,"Jamestown",0,0,0,0
"110",2019-08-23,"13:30:00","SQR","Liz Tobin","Y","20:30:00","06:00:00","2",19,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,"P",NA,"Unid Megalopae and instars",NA,NA,"Jamestown",0,0,0,0
"111",2019-08-21,"14:00:00","SQR","Liz Tobin","Y","20:30:00","06:00:00","2",19,"R","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P",NA,NA,NA,NA,NA,"P","UNID Megalopae, ctenophore",NA,NA,"Jamestown",0,0,0,0
"112",2019-08-27,"12:00:00","SQR","Neil Harrington","Y","20:00:00","06:30:00","1",10.5,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,"P",NA,NA,NA,NA,NA,"P","Squid, Larval fish",NA,NA,"Jamestown",0,0,0,0
"113",2019-08-28,"14:00:00","SQR","Neil Harrington","Y","20:00:00","06:30:00","1",10.5,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P",NA,NA,NA,NA,NA,NA,"Squid, Larval fish",NA,NA,"Jamestown",0,0,0,0
"114",2019-08-30,"14:42:00","SQR","Neil Harrington","Y","20:00:00","06:30:00","2",21,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P",NA,NA,NA,NA,NA,NA,"Squid, Larval fish",NA,NA,"Jamestown",0,0,0,0
"115",2019-10-02,"10:00:00","SQR","Neil Harrington/ Angela Cruz","Y","19:00:00","07:00:00","2",24,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P","P","P","P",NA,NA,NA,NA,NA,"P","Squid, Jellyfish",NA,NA,"Jamestown",0,0,0,0
"116",2019-10-04,"13:00:00","SQR","Neil Harrington","Y","19:00:00","07:00:00","2",24,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,"P",NA,NA,NA,NA,NA,NA,"Larval fish, Squid",NA,NA,"Jamestown",0,0,0,0
"117",2019-05-08,"09:45:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",1,0.117647058823529,0,0.117647058823529
"118",2019-05-09,"10:15:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"119",2019-05-10,"10:30:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"120",2019-05-12,"10:30:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"121",2019-05-14,"13:30:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"122",2019-05-20,"10:30:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","2",17,"R","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"123",2019-05-21,"10:55:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",1,0.117647058823529,0,0.117647058823529
"124",2019-05-22,"09:22:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",1,0.117647058823529,0,0.117647058823529
"125",2019-05-23,"11:00:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",2,0.235294117647059,0.235294117647059,0
"126",2019-05-24,"09:22:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"R","N",NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",1,0.117647058823529,0.117647058823529,0
"127",2019-05-25,"10:45:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"R","N",NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",1,0.117647058823529,0.117647058823529,0
"128",2019-05-26,"10:45:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"R","N",NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",1,0.117647058823529,0.117647058823529,0
"129",2019-05-27,"10:45:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"130",2019-05-28,"14:00:00","MUK","Kate Rovinski","Y","21:00:00","05:30:00","1",8.5,"PC","N",NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",2,0.235294117647059,0.235294117647059,0
"131",2019-05-29,"11:25:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"PC","N",NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",2,0.210526315789474,0.210526315789474,0
"132",2019-05-30,"11:25:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"PC","N",NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",4,0.421052631578947,0.421052631578947,0
"133",2019-06-04,"15:00:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",3,0.315789473684211,0.315789473684211,0
"134",2019-06-05,"09:35:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",3,0.315789473684211,0.315789473684211,0
"135",2019-06-13,"11:01:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","2",19,"S","N",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",2,0.105263157894737,0.0526315789473684,0.0526315789473684
"136",2019-06-14,"09:29:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"137",2019-06-17,"15:00:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","2",19,"S","N",NA,NA,NA,NA,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",28,1.47368421052632,0.421052631578947,1.05263157894737
"138",2019-06-18,"14:30:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",18,1.89473684210526,0.842105263157895,1.05263157894737
"139",2019-06-19,"17:00:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"PC/R","N",NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",7,0.736842105263158,0.736842105263158,0
"140",2019-06-20,"17:15:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",11,1.15789473684211,1.15789473684211,0
"141",2019-06-21,"16:00:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",4,0.421052631578947,0.421052631578947,0
"142",2019-06-25,"16:00:00","MUK","Kate Rovinski","Y","20:30:00","06:00:00","1",9.5,"S","N",NA,NA,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",24,2.52631578947368,2.52631578947368,0
"143",2019-06-26,"16:00:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","1",10,"R","N",NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",5,0.5,0.5,0
"144",2019-06-28,"16:00:00","MUK","Kate Rovinski","N","20:00:00","06:00:00","1",10,"R","N","Funnels off and locking mechanism undone-curious diver?",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"145",2019-07-01,"12:00:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","2",20,"R","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"146",2019-07-05,"12:00:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","2",20,"R/S","N",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",0,0,0,0
"147",2019-07-06,"12:00:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","1",10,"S","N",NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",7,0.7,0.5,0.2
"148",2019-07-08,"12:30:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","2",20,"R/S","N",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",2,0.1,0.05,0.05
"149",2019-07-09,"09:00:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","1",10,"R/S","N",NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",10,1,0.7,0.3
"150",2019-07-10,"10:00:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","1",10,"R/S","N",NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",5,0.5,0.2,0.3
"151",2019-07-11,"12:30:00","MUK","Kate Rovinski","Y","20:00:00","06:00:00","1",10,"R/S","N",NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,"NOAA",4,0.4,0.2,0.2
"152",2019-04-17,"15:30:00","LOF","Jason Haveman","Y","20:00:00","06:00:00","2",20,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",0,0,0,0
